سُورَةُ طه
000_00	Au nom d'Allah, le Tout Miséricordieux, le Très Miséricordieux.
001_00	Tâ-Hâ.
002_00	Nous n'avons point fait descendre sur toi le Coran pour que tu sois malheureux,
003_00	si ce n'est qu'un Rappel pour celui qui redoute (Allah),
004_00	(et comme) une révélation émanant de Celui qui a créé la terre et les cieux sublimes.
005_00	Le Tout Miséricordieux S'est établi «Istawâ» sur le Trône.
006_00	A Lui appartient ce qui est dans les cieux, sur la terre, ce qui est entre eux et ce qui est sous le sol humide.
007_00	Et si tu élèves la voix, Il connaît certes les secrets, même les plus cachés.
008_00	Allah! Point de divinité que Lui! Il possède les noms les plus beaux.
009_00	Le récit de Moïse t'est-il parvenu?
010_00	Lorsqu'il vit du feu, il dit à sa famille: «Restez ici! Je vois du feu de loin; peut-être vous en apporterai-je un tison, ou trouverai-je auprès du feu de quoi me guider».
011_00	Puis, lorsqu'il y arriva, il fut interpellé: «Moïse!
012_00	Je suis ton Seigneur. Enlève tes sandales: car tu es dans la vallée sacrée, Tuwâ.
013_00	Moi, Je t'ai choisi. Ecoute donc ce qui va être révélé.
014_00	Certes, c'est Moi Allah: point de divinité que Moi. Adore-Moi donc et accomplis la Salât pour te souvenir de Moi.
015_00	L'Heure va certes arriver. Je la cache à peine, pour que chaque âme soit rétribuée selon ses efforts.
016_00	Que celui qui n'y croit pas et qui suit sa propre passion ne t'en détourne pas. Sinon tu périras.
017_00	Et qu'est-ce qu'il y a dans ta main droite, ô Moïse?»
018_00	Il dit: «C'est mon bâton sur lequel je m'appuie, qui me sert à effeuiller (les arbres) pour mes moutons et j'en fais d'autres usages».
019_00	[Allah lui] dit: «Jette-le, O Moïse».
020_00	Il le jeta: et le voici un serpent qui rampait.
021_00	[Allah] dit: «Saisis-le et ne crains rien: Nous le ramènerons à son premier état.
022_00	Et serre ta main sous ton aisselle: elle en sortira blanche sans aucun mal, et ce sera là un autre prodige,
023_00	afin que Nous te fassions voir de Nos prodiges les plus importants.
024_00	Rends-toi auprès de Pharaon car il a outrepassé toute limite.
025_00	[Moïse] dit: «Seigneur, ouvre-moi ma poitrine,
026_00	et facilite ma mission,
027_00	et dénoue un nœud en ma langue,
028_00	afin qu'ils comprennent mes paroles,
029_00	et assigne-moi un assistant de ma famille:
030_00	Aaron, mon frère,
031_00	accrois par lui ma force!
032_00	et associe-le à ma mission,
033_00	afin que nous Te glorifions beaucoup,
034_00	et que nous T'invoquions beaucoup.
035_00	Et Toi, certes, Tu es Très Clairvoyant sur nous».
036_00	[Allah] dit: «Ta demande est exaucée, ô Moïse.
037_00	Et Nous t'avons déjà favorisé une première fois
038_00	lorsque Nous révélâmes à ta mère ce qui fut révélé:
039_00	«Mets-le dans le coffret, puis jette celui-ci dans les flots pour qu'ensuite le fleuve le lance sur la rive; un ennemi à Moi et à lui le prendra».
039_01	Et J'ai répandu sur toi une affection de Ma part, afin que tu sois élevé sous Mon œil.
040_00	Et vœilà que ta sœur (te suivait en) marchant et disait: «Puis-je vous indiquer quelqu'un qui se chargera de lui?» Ainsi, Nous te rapportâmes à ta mère afin que son oil se réjouisse et qu'elle ne s'afflige plus.
040_01	Tu tuas ensuite un individu; Nous te sauvâmes des craintes qui t'oppressaient; et Nous t'imposâmes plusieurs épreuves. Puis tu demeuras des années durant chez les habitants de Madyan. Ensuite tu es venu, ô Moïse, conformément à un décret.
041_00	Et je t'ai assigné à Moi-Même.
042_00	Pars, toi et ton frère, avec Mes prodiges; et ne négligez pas de M'invoquer.
043_00	Allez vers Pharaon: il s'est vraiment rebellé.
044_00	Puis, parlez-lui gentiment. Peut-être se rappellera-t-il ou [Me] craindra-t-il?
045_00	Ils dirent: «O notre Seigneur, nous craignons qu'il ne nous maltraite indûment, ou qu'il dépasse les limites».
046_00	Il dit: «Ne craignez rien. Je suis avec vous: J'entends et Je vois.
047_00	Allez donc chez lui; puis, dites-lui: «Nous sommes tous deux, les messagers de ton Seigneur. Envoie donc les Enfants d'Israël en notre compagnie et ne les châtie plus.
047_01	Nous sommes venus à toi avec une preuve de la part de ton Seigneur. Et que la paix soit sur quiconque suit le droit chemin!
048_00	Il nous a été révélé que le châtiment est pour celui qui refuse d'avoir foi et qui tourne le dos».
049_00	Alors [Pharaon] dit: «Qui donc est votre Seigneur, ô Moïse?»
050_00	«Notre Seigneur, dit Moïse, est Celui qui a donné à chaque chose sa propre nature puis l'a dirigée».
051_00	«Qu'en est-il donc des générations anciennes?» dit Pharaon.
052_00	Moïse dit: «La connaissance de leur sort est auprès de mon Seigneur, dans un livre. Mon Seigneur [ne commet] ni erreur ni oubli.
053_00	C'est Lui qui vous a assigné la terre comme berceau et vous y a tracé des chemins; et qui du ciel a fait descendre de l'eau avec laquelle Nous faisons germer des couples de plantes de toutes sortes.»
054_00	«Mangez et faites paître votre bétail». Voilà bien là des signes pour les doués d'intelligence.
055_00	C'est d'elle (la terre) que Nous vous avons créés, et en elle Nous vous retournerons, et d'elle Nous vous ferons sortir une fois encore.
056_00	Certes Nous lui avons montré tous Nos prodiges; mais il les a démentis et a refusé (de croire).
057_00	Il dit: «Es-tu venu à nous, ô Moïse, pour nous faire sortir de notre terre par ta magie?
058_00	Nous t'apporterons assurément une magie semblable. Fixe entre nous et toi un rendez-vous auquel ni nous ni toi ne manquerons, dans un lieu convenable».
059_00	Alors Moïse dit: «Votre rendez-vous, c'est le jour de la fête. Et que les gens se rassemblent dans la matinée».
060_00	Pharaon, donc, se retira. Ensuite il rassembla sa ruse puis vint (au rendez-vous).
061_00	Moïse leur dit: «Malheur à vous! Ne forgez pas de mensonge contre Allah: sinon par un châtiment Il vous anéantira. Celui qui forge (un mensonge) est perdu».
062_00	Là-dessus, ils se mirent à disputer entre eux de leur affaire et tinrent secrètes leurs discussions.
063_00	Ils dirent: «Voici deux magiciens qui, par leur magie, veulent vous faire abandonner votre terre et emporter votre doctrine idéale.
064_00	Rassemblez donc votre ruse puis venez en rangs serrés. Et celui qui aura le dessus aujourd'hui aura réussi».
065_00	Ils dirent: «O Moïse, ou tu jettes, [le premier ton bâton] ou que nous soyons les premiers à jeter?»
066_00	Il dit: «Jetez plutôt». Et voilà que leurs cordes et leurs bâtons lui parurent ramper par l'effet de leur magie.
067_00	Moïse ressentit quelque peur en lui-même.
068_00	Nous lui dîmes: «N'aie pas peur, c'est toi qui auras le dessus.
069_00	Jette ce qu'il y a dans ta main droite; cela dévorera ce qu'ils ont fabriqué. Ce qu'ils ont fabriqué n'est qu'une ruse de magicien; et le magicien ne réussit pas, où qu'il soit».
070_00	Les magiciens se jetèrent prosternés, disant: «Nous avons foi en le Seigneur d'Aaron et de Moïse».
071_00	Alors Pharaon dit: «Avez-vous cru en lui avant que je ne vous y autorise?
071_01	C'est lui votre chef qui vous a enseigné la magie. Je vous ferai sûrement, couper mains et jambes opposées, et vous ferai crucifier aux troncs des palmiers, et vous saurez, avec certitude, qui de nous est plus fort en châtiment et qui est le plus durable».
072_00	«Par celui qui nous a créés, dirent-ils, nous ne te préférerons jamais à ce qui nous est parvenu comme preuves évidentes. Décrète donc ce que tu as à décréter. Tes décrets ne touchent que cette présente vie.
073_00	Nous croyons en notre Seigneur, afin qu'Il nous pardonne nos fautes ainsi que la magie à laquelle tu nous as contraints». Et Allah est meilleur et éternel.
074_00	Quiconque vient en criminel à son Seigneur, aura certes l'Enfer où il ne meurt ni ne vit.
075_00	Et quiconque vient auprès de Lui en croyant, après avoir fait de bonnes œuvres, voilà donc ceux qui auront les plus hauts rangs,
076_00	les jardins du séjour (éternel), sous lesquels coulent les ruisseaux, où ils demeureront éternellement. Et voilà la récompense de ceux qui se purifient [de la mécréance et des péchés].
077_00	Nous révélâmes à Moïse: «Pars la nuit, à la tête de Mes serviteurs, puis, trace-leur un passage à sec dans la mer: sans craindre une poursuite et sans éprouver aucune peur».
078_00	Pharaon les poursuivit avec ses armées. La mer les submergea bel et bien.
079_00	Pharaon égara ainsi son peuple et ne le mît pas sur le droit chemin.
080_00	O Enfants d'Israël, Nous vous avons déjà délivrés de votre ennemi, et Nous vous avons donné rendez-vous sur le flanc droit du Mont. Et Nous avons fait descendre sur vous la manne et les cailles.
081_00	«Mangez des bonnes choses que Nous vous avons attribuées et ne vous montrez pas ingrats, sinon Ma colère s'abattra sur vous: et celui sur qui Ma colère s'abat, va sûrement vers l'abîme.
082_00	Et je suis Grand Pardonneur à celui qui se repent, croit, fait bonne œuvre, puis se met sur le bon chemin».
083_00	«Pourquoi Moïse t'es-tu hâté de quitter ton peuple?»
084_00	Ils sont là sur mes traces, dit Moïse. Et je me suis hâté vers Toi, Seigneur, afin que Tu sois satisfait.
085_00	Allah dit: «Nous avons mis ton peuple à l'épreuve après ton départ. Et le Sâmirî les a égarés».
086_00	Moïse retourna donc vers son peuple, courroucé et chagriné; il dit: «O mon peuple, votre Seigneur ne vous a-t-Il pas déjà fait une belle promesse?
086_01	L'alliance a-t-elle donc été trop longue pour vous? ou avez-vous désiré que la colère de votre Seigneur s'abatte sur vous, pour avoir trahi votre engagement envers moi?»
087_00	Ils dirent: «Ce n'est pas de notre propre gré que nous avons manqué à notre engagement envers toi. Mais nous fûmes chargés de fardeaux d'ornements du peuple (de Pharaon); nous les avons donc jetés (sur le feu) tout comme le Sâmirî les a lancés.
088_00	Puis il en a fait sortir pour eux un veau, un corps à mugissement. Et ils ont dit: «C'est votre divinité et la divinité de Moïse; il a donc oublié»!
089_00	Quoi! Ne voyaient-ils pas qu'il [le veau] ne leur rendait aucune parole et qu'il ne possédait aucun moyen de leur nuire ou de leur faire du bien?
090_00	Certes, Aaron leur avait bien dit auparavant: «O mon peuple, vous êtes tombés dans la tentation (à cause du veau). Or, c'est le Tout Miséricordieux qui est vraiment votre Seigneur. Suivez-moi donc et obéissez à mon commandement».
091_00	Ils dirent: «Nous continuerons à y être attachés, jusqu'à ce que Moïse retourne vers nous».
092_00	Alors [Moïse] dit: «Qu'est-ce qui t'a empêché, Aaron, quand tu les as vus s'égarer,
093_00	de me suivre? As-tu donc désobéi à mon commandement?»
094_00	[Aaron] dit: «O fils de ma mère, ne me prends ni par la barbe ni par la tête. Je craignais que tu ne dises: «Tu as divisé les enfants d'Israël et tu n'as pas observé mes ordres».
095_00	Alors [Moïse] dit: «Quel a été ton dessein? O Sâmirî?»
096_00	Il dit: «J'ai vu ce qu'ils n'ont pas vu: j'ai donc pris une poignée de la trace de l'Envoyé; puis, je l'ai lancée. Voilà ce que mon âme m'a suggéré».
097_00	«Va-t-en, dit [Moïse]. Dans la vie, tu auras à dire (à tout le monde): «Ne me touchez pas!»
097_01	Et il y aura pour toi un rendez-vous que tu ne pourras manquer. Regarde ta divinité que tu as adorée avec assiduité. Nous la brûlerons certes, et ensuite, nous disperserons [sa cendre] dans les flots.
098_00	En vérité, votre seul Dieu est Allah en dehors de qui il n'y a point de divinité. De Sa science Il embrasse tout.
099_00	C'est ainsi que Nous te racontons les récits de ce qui s'est passé. C'est bien un rappel de Notre part que Nous t'avons apporté.
100_00	Quiconque s'en détourne (de ce Coran), portera au jour de la résurrection un fardeau;
101_00	ils resteront éternellement dans cet état, et quel mauvais fardeau pour eux au Jour de la Résurrection,
102_00	Le jour où l'on soufflera dans la Trompe, ce jour-là Nous rassemblerons les criminels tout bleus (de peur)!
103_00	Ils chuchoteront entre eux: «Vous n'êtes restés là que dix [jours]!»
104_00	Nous connaissons parfaitement ce qu'ils diront lorsque l'un d'entre eux dont la conduite est exemplaire dira: «Vous n'êtes restés qu'un jour».
105_00	Et ils t'interrogent au sujet des montagnes. Dis: «Mon Seigneur les dispersera comme la poussière,
106_00	et les laissera comme une plaine dénudée
107_00	dans laquelle tu ne verras ni tortuosité, ni dépression.
108_00	Ce jour-là, ils suivront le Convocateur sans tortuosité; et les voix baisseront devant le Tout Miséricordieux. Tu n'entendras alors qu'un chuchotement.
109_00	Ce jour-là, l'intercession ne profitera qu'à celui auquel le Tout Miséricordieux aura donné Sa permission et dont Il agréera la parole.
110_00	Il connaît ce qui est devant eux et ce qui est derrière eux, alors qu'eux-mêmes ne Le cernent pas de leur science.
111_00	Et les visages s'humilieront devant Le Vivant, Celui qui subsiste par Lui-même «al-Qayyûm», et malheureux sera celui qui [se présentera devant Lui] chargé d'une iniquité.
112_00	Et quiconque aura fait de bonnes œuvres tout en étant croyant, ne craindra ni injustice ni oppression.
113_00	C'est ainsi que nous l'avons fait descendre un Coran en [langue] arabe, et Nous y avons multiplié les menaces, afin qu'ils deviennent pieux ou qu'il les incite à s'exhorter?
114_00	Que soit éxalté Allah, le Vrai Souverain! Ne te hâte pas [de réciter] le Coran avant que ne te soit achevée sa révélation. Et dis: «O mon Seigneur, accroît mes connaissances!»
115_00	En effet, Nous avons auparavant fait une recommandation à Adam; mais il oublia; et Nous n'avons pas trouvé chez lui de résolution ferme.
116_00	Et quand Nous dîmes aux Anges: «Prosternez-vous devant Adam», ils se prosternèrent, excepté Iblis qui refusa.
117_00	Alors Nous dîmes: «O Adam, celui-là est vraiment un ennemi pour toi et ton épouse. Prenez garde qu'il vous fasse sortir du Paradis, car alors tu seras malheureux.
118_00	Car tu n'y auras pas faim ni ne seras nu,
119_00	tu n'y auras pas soif ni ne seras frappé par l'ardeur du soleil».
120_00	Puis le Diable le tenta en disant: «O Adam, t'indiquerai-je l'arbre de l'éternité et un royaume impérissable?»
121_00	Tous deux (Adam et Eve) en mangèrent. Alors leur apparut leur nudité. Ils se mirent à se couvrir avec des feuilles du paradis. Adam désobéit ainsi à son Seigneur et il s'égara.
122_00	Son Seigneur l'a ensuite élu, agréé son repentir et l'a guidé.
123_00	Il dit: «Descendez d'ici, (Adam et Eve), [Vous serez] tous (avec vos descendants) ennemis les uns des autres. Puis, si jamais un guide vous vient de Ma part, quiconque suit Mon guide ne s'égarera ni ne sera malheureux.
124_00	Et quiconque se détourne de Mon Rappel, mènera certes, une vie pleine de gêne, et le Jour de la Résurrection Nous l'amènerons aveugle au rassemblement».
125_00	Il dira: «O mon Seigneur, pourquoi m'as-Tu amené aveugle alors qu'auparavant je voyais?»
126_00	[Allah lui] dira: «De même que Nos Signes (enseignements) t'étaient venus et que tu les as oubliés, ainsi aujourd'hui tu es oublié».
127_00	Ainsi sanctionnons-nous l'outrancier qui ne croit pas aux révélations de son Seigneur. Et certes, le châtiment de l'au-delà est plus sévère et plus durable.
128_00	Cela ne leur a-t-il pas servi de direction, que Nous ayons fait périr avant eux tant de générations dans les demeures desquelles ils marchent maintenant? Voilà bien là des leçons pour les doués d'intelligence!
129_00	N'eussent-été un décret préalable de ton Seigneur et aussi un terme déjà fixé, (leur châtiment) aurait été inévitable (et immédiat).
