سُورَةُ النَّمۡلِ
000_00	Au nom d'Allah, le Tout Miséricordieux, le Très Miséricordieux.
001_00	T'â, Sîn. Voici les versets du Coran et d'un Livre explicite,
002_00	un guide et une bonne annonce aux croyants,
003_00	qui accomplissent la Salât, acquittent la Zakât et croient avec certitude en l'au-delà.
004_00	Quant à ceux qui ne croient pas en l'au-delà, Nous embellissons [à leurs yeux] leurs actions, et alors ils deviennent confus et hésitants.
005_00	Ce sont eux qui subiront le pire châtiment, tandis qu'ils seront dans l'au-delà les plus grands perdants.
006_00	Certes, c'est toi qui reçois le Coran, de la part d'un Sage, d'un Savant.
007_00	(Rappelle) quand Moïse dit à sa famille: «J'ai aperçu un feu; je vais vous en apporter des nouvelles, ou bien je vous apporterai un tison allumé afin que vous vous réchauffiez».
008_00	Lorsqu'il y arriva, on l'appela, - béni soit Celui qui est dans le feu et Celui qui est tout autour, et gloire à Allah, Seigneur de l'univers.
009_00	«O Moïse, c'est Moi, Allah le Tout Puissant, le Sage».
010_00	Et: «Jette ton bâton». Quand il le vit remuer comme un serpent, il tourna le dos [pour fuir] sans revenir sur ses pas. «N'aie pas peur, Moïse. Les Messagers n'ont point peur auprès de Moi.
011_00	Sauf celui qui a commis une injustice puis a remplacé le mal par le bien... alors Je suis Pardonneur et Miséricordieux».
012_00	Et introduis ta main dans l'ouverture de ta tunique. Elle sortira blanche et sans aucun mal - un des neuf prodiges à Pharaon et à son peuple, car ils sont vraiment des gens pervers» -.
013_00	Et lorsque Nos prodiges leur parvinrent, clairs et explicites, ils dirent: «C'est là une magie évidente!»
014_00	Ils les nièrent injustement et orgueilleusement, tandis qu'en eux-mêmes ils y croyaient avec certitude. Regarde donc ce qu'il est advenu des corrupteurs.
015_00	Nous avons effectivement donné à David et à Salomon une science; et ils dirent: «Louange à Allah qui nous a favorisés à beaucoup de Ses serviteurs croyants».
016_00	Et Salomon hérita de David et dit: «O hommes! On nous a appris le langage des oiseaux; et on nous a donné part de toutes choses. C'est là vraiment la grâce évidente.
017_00	Et furent rassemblées pour Salomon, ses armées de djinns, d'hommes et d'oiseaux, et furent placées en rangs.
