001_00	داواکارێك پرسیاری کرد ده‌رباره‌ی سزایه‌ك که هه‌ر پێش دێت...
002_00	جا ئه‌و سزایه‌؛ یه‌خه‌ی هه‌موو بێ باوه‌ڕان ده‌گرێت و هیچ هێزێك ناتوانێت په‌نایان بدات و لێیان دوور بخاته‌وه‌.
003_00	ئه‌و سزاو تۆڵه‌یه له‌لایه‌ن خوای خاوه‌نی گه‌وره‌یی و پله‌و پایه‌و جێ به‌رزه‌کان.
004_00	فریشته‌کان و جوبره‌ئیل به‌رز ده‌بنه‌وه بۆ لای په‌روه‌ردگار له‌ڕۆژێکدا که ماوه‌که‌ی په‌نجا هه‌زار ساڵه (به‌حسابی ئاده‌میزاد) یاخود مه‌به‌ست درێژی ڕۆژی قیامه‌ته که په‌نجا هه‌زار ساڵ ده‌خایه‌نێت به نیسبه‌ت خوانه‌ناسانه‌وه‌.
005_00	که‌واته خۆگرو ئارامگربه به شێوه‌یه‌کی جوان و چاك (له به‌رامبه‌ر هه‌ڵوێستی نادروستی خوا نه‌ناسانه‌وه‌).
006_00	به‌ڕاستی ئه‌و بێ باوه‌ڕانه‌، قیامه‌ت به‌دوور ده‌بینن، به‌دووری ده‌زانن.
007_00	ئێمه‌ش، زۆر به‌نزیکی ده‌زانین (چونکه خوا خۆی به‌دیهێنه‌ری کاته‌).
008_00	ڕۆژێك دێت، ئاسمان وه‌ك کانزایه‌کی تواوه‌ی لێ دێت (یه‌کێکه له قۆناغه‌کانی هه‌ڵوه‌شاندنه‌وه‌ی بوونه‌وه‌ر).
009_00	کێوه‌کانیش وه‌کو خوری شی کراوه (فشۆڵ ده‌بن).
010_00	دۆستی گیانی به‌گیانی له یه‌کدی ناپرسنه‌وه‌، که‌س نایپه‌رژێته سه‌رکه‌س، به‌ڵکو هه‌رکه‌س خه‌می خۆیه‌تی.
011_00	ئه‌وانه پیشانی یه‌کتر ده‌درێن، تاوانبارو گوناهکار ئاوات ده‌خوازێت که ئه‌گه‌ر بکرێت بۆ ده‌رباز بوونی خۆی له سزای ئه‌و ڕۆژه هه‌موو کوڕه‌کانی بکاته قوربانی خۆی!!
012_00	هاوسه‌رو براکه‌ی!!
013_00	خزم و عه‌شره‌تی که له دنیادا په‌نایان ده‌دا.
014_00	به‌هه‌رچی دانیشتوانی سه‌ر زه‌ویش هه‌یه ئه‌گه‌ر بۆی بکرێت بیکاته قوربانی خۆی، پاشان خوا ڕزگاری بکات.
015_00	نه‌خێر.. ئه‌و ئاواتانه هیچی نایه‌ته دی.. به‌ڕاستی دۆزه‌خ ئاماده‌یه‌و بڵێسه‌داره‌و داخ له دڵه‌.
016_00	له کاتێکدا داماڵێنه‌ری پێستی سه‌رو هه‌موو ئه‌ندامه‌کانه‌.
017_00	دۆزه‌خ بانگی ئه‌وانه ده‌کات که له دنیادا پشتیان له حه‌ق و ڕاستی هه‌ڵده‌کردو گوێیان پێ نه‌ده‌دا.
018_00	ماڵ و سامانیان کۆ ده‌کرده‌وه‌و ده‌یانشارده‌وه (گوێیان نه‌ده‌دا به حه‌ڵاڵ و حه‌رام).
019_00	به‌ڕاستی ئینسان به شپرزه‌یی و ته‌نگه‌تاوی دروستکراون.
020_00	کاتێك ناخۆشی تووش بێت بێزارو ده‌م به هاواره‌.
021_00	کاتێکیش خێرو به‌ره‌که‌تی تووش بوو، ده‌ستی ده‌نوقێنێت و قه‌ده‌غه‌ی چاکه ده‌کات.
022_00	ته‌نها ئه‌و نوێژکه‌رانه نه‌بێت...
023_00	ئه‌وانه‌ی که له‌سه‌ر نوێژه‌کانیان به‌رده‌وامن.
024_00	هه‌روه‌ها ئه‌وانه‌ی که به‌شێکی دیاریکراو له سامانیاندا هه‌یه (بۆ جیهاد و تێکۆشان)...
025_00	بۆ هه‌ژاری داواکارو بێ نه‌وای داوانه‌که‌ر.
026_00	ئه‌وانه‌ی که باوه‌ڕی ڕاست و ڕه‌وان ده‌هێنن به ڕۆژی پاداشت.
027_00	ئه‌و که‌سانه‌ی که دڵه له‌رزه‌یان هه‌یه له تۆڵه‌ی په‌روه‌ردگاریان.
028_00	به‌ڕاستی سزای په‌روه‌ردگاریان که‌س لێی ئه‌مین نابێت.
029_00	ئه‌وانه‌ی داوێنی خۆیان ده‌پارێزن.
030_00	مه‌گه‌ر له‌گه‌ڵ هاوسه‌ره‌کانیاندا یاخود که‌نیزه‌که‌کانیان (که به‌هۆی بارو دۆخی تایبه‌ته‌وه هه‌بوو)، ئه‌وانه به‌ڕاستی لۆمه‌کراو نابن.
031_00	جا ئه‌وه‌ی بێجگه له‌و حاڵه‌تانه ڕێگه‌ی تر بگرێت (بۆ تێر کردنی ئاره‌زووه‌کانی)، ئه‌وانه له سنوور ترازاوو ده‌ستدرێژکه‌رن.
032_00	هه‌روه‌ها ئه‌وانه‌ی که ئه‌مانه‌ت ده‌پارێزن و په‌یمان ده‌به سه‌ر.
033_00	ئه‌وانه‌ی که هه‌ڵده‌ستن به‌و شایه‌تیه‌ی که له لایانه‌.
034_00	ئه‌وانه‌ی که پارێزگاری نوێژه‌کانیان ده‌که‌ن و (له کاتی خۆیدا ئه‌نجامی ده‌ده‌ن).
035_00	ئا ئه‌وانه له باخه‌کانی به‌هه‌شتدا ڕێز لێنراون.
036_00	ئاخۆ ئه‌وانه‌ی بێ بڕوا بوون چیانه که تۆ ده‌رکه‌وتیت به په‌له دێن بۆ لات.
037_00	به‌لای ڕاست و چه‌پدا خۆیان ون ده‌که‌ن و له دووره‌وه پۆل پۆل به‌ده‌وری یه‌کدا کۆده‌بنه‌وه‌.
038_00	ئا به‌و حاڵه‌وه‌، هه‌ریه‌که‌یان به‌ته‌مایه بخرێته ناو به‌هه‌شتی پڕ له نازو نیعمه‌ته‌وه‌؟!
039_00	نه‌خێر، وانی یه‌، به‌ڕاستی خۆشیان ده‌زانن له چی دروستمان کردوون (بۆ ئه‌وه‌نده له خۆیان بایی بوون).
040_00	جا سوێند به په‌روه‌ردگاری خۆرهه‌ڵاته‌کان و خۆرئاواکان، به‌ڕاستی ئێمه هه‌میشه به‌ده‌سه‌ڵاتین له‌سه‌ر:...
041_00	ئه‌مانه له‌ناوبه‌رین و که‌سانی چاکتر بهێنینه کایه‌وه‌، ئێمه بۆ ئه‌و مه‌به‌سته بێ توانا نین.
042_00	جا وازیان لێ بهێنه با هه‌ر ڕۆبچن له بێ باوه‌ڕیدا، با هه‌ر گه‌مه‌و گاڵته بکه‌ن، هه‌تا دووچاری ڕۆژی خۆیان ده‌بن که هه‌ڕه‌شه‌یان پێ لێ ده‌کرێت.
043_00	ئه‌و ڕۆژه‌ی به په‌له له گۆڕه‌کانیان دێنه ده‌ره‌وه‌، ده‌ڵێی بۆ لای بت و په‌رستراوه‌کانیان ڕاده‌که‌ن!!
044_00	چاویان شۆڕه‌و (شه‌رمه‌زارو خه‌جاڵه‌تن) زه‌لیلی و سه‌رشۆڕی ماندووی کردوون، جا ئه‌مه ئه‌و ڕۆژه‌یه که کاتی خۆی به‌ڵێنیان پێ ده‌دراو ئه‌وان بڕوایان پێی نه‌بوو.
