سُورَةُ صٓ
000_00	Au nom d'Allah, le Tout Miséricordieux, le Très Miséricordieux.
001_00	Sâd. Par le Coran, au renom glorieux (dikr)!
002_00	Ceux qui ont mécru sont plutôt dans l'orgueil et le schisme!
003_00	Que de générations avant eux avons-Nous fait périr, qui ont crié, hélas, quand il n'était plus temps d'échapper?
004_00	Et ils (les Mecquois) s'étonnèrent qu'un avertisseur parmi eux leur soit venu, et les infidèles disent: «C'est un magicien et un grand menteur,
005_00	Réduira-t-il les divinités à un Seul Dieu? Voilà une chose vraiment étonnante».
006_00	Et leurs notables partirent en disant: «Allez-vous en, et restez constants à vos dieux: c'est là vraiment une chose souhaitable.
007_00	Nous n'avons pas entendu cela dans la dernière religion (le Christianisme); ce n'est en vérité que pure invention!
008_00	Quoi! C'est sur lui, parmi nous, qu'on aurait fait descendre le Rappel [le Coran]?» Plutôt ils sont dans le doute au sujet de Mon message. Ou plutôt ils n'ont pas encore goûté à Mon châtiment!
009_00	Ou bien détiennent-ils les trésors de la miséricorde de ton Seigneur, le Puissant, le Dispensateur par excellence.
010_00	Ou bien ont-ils le royaume des cieux et de la terre et de ce qui existe entre eux? Eh bien, qu'ils y montent par n'importe quel moyen!
011_00	Une armée de coalisés qui, ici-même, sera mise en déroute!
012_00	Avant eux, le peuple de Noé, les Aad et Pharaon l'homme aux pals (ou aux Pyramides),
013_00	et les Tamûd, le peuple de Lot, et les gens d'Al-Aykah, (ont tous démenti leurs Messagers). Voilà les coalisés.
014_00	Il n'en est aucun qui n'ait traité les Messagers de menteurs. Et bien, Ma punition s'est avérée contre eux!
015_00	Ceux-ci n'attendant qu'un seul Cri, sans répétition.
016_00	Et ils disent: «Seigneur, hâte-nous notre part avant le jour des Comptes».
017_00	Endure ce qu'ils disent; et rappelle-toi David, Notre serviteur, doué de force [dans l'adoration] et plein de repentir [à Allah].
018_00	Nous soumîmes les montagnes à glorifier Allah, soir et matin, en sa compagnie,
019_00	de même que les oiseaux assemblés en masse, tous ne faisant qu'obéir à lui [Allah].
020_00	Et Nous renforçâmes son royaume et lui donnâmes la sagesse et la faculté de bien juger.
021_00	Et t'est-elle parvenue la nouvelle des disputeurs quand ils grimpèrent au mur du sanctuaire!
022_00	Quand ils entrèrent auprès de David, il en fut effrayé. Ils dirent: «N'aie pas peur!
022_01	Nous sommes tous deux en dispute; l'un de nous a fait du tort à l'autre. Juge donc en toute équité entre nous, ne sois pas injuste et guide-nous vers le chemin droit.
023_00	Celui-ci est mon frère: il a quatre-vingt-dix-neuf brebis, tandis que je n'ai qu'une brebis. Il m'a dit: «Confie-la-moi» et dans la conversation, il a beaucoup fait pression sur moi».
024_00	Il [David] dit: «Il a été certes injuste envers toi en demandant de joindre ta brebis à ses brebis».
024_01	Beaucoup de gens transgressent les droits de leurs associés, sauf ceux qui croient et accomplissent les bonnes œuvres - cependant ils sont bien rares -.
024_02	Et David pensa alors que Nous l'avions mis à l'épreuve. Il demanda donc pardon à son Seigneur et tomba prosterné et se repentit.
025_00	Nous lui pardonnâmes. Il aura une place proche de Nous et un beau refuge.
026_00	«O David, Nous avons fait de toi un calife sur la terre.
026_01	Juge donc en toute équité parmi les gens et ne suis pas la passion: sinon elle t'égarera du sentier d'Allah». Car ceux qui s'égarent du sentier d'Allah auront un dur châtiment pour avoir oublié le Jour des Comptes.
027_00	Nous n'avons pas créé le ciel et la terre et ce qui existe entre eux en vain. C'est ce que pensent ceux qui ont mécru. Malheur à ceux qui ont mécru pour le feu [qui les attend]!
028_00	Traiterons-Nous ceux qui croient et accomplissent les bonnes œuvres comme ceux qui commettent du désordre sur terre? ou traiterons-Nous les pieux comme les pervers?
029_00	[Voici] un Livre béni que Nous avons fait descendre vers toi, afin qu'ils méditent sur ses versets et que les doués d'intelligence réfléchissent!
030_00	Et à David Nous fîmes don de Salomon, - quel bon serviteur! - Il était plein de repentir.
031_00	Quand un après-midi, on lui présenta de magnifiques chevaux de course,
032_00	il dit: «Oui, je me suis complu à aimer les biens (de ce monde) au point [d'oublier] le rappel de mon Seigneur jusqu'à ce que [le soleil] se soit caché derrière son voile.
033_00	Ramenez-les moi.» Alors il se mit à leur couper les pattes et les cous.
034_00	Et Nous avions certes éprouvé Salomon en plaçant sur son siège un corps. Ensuite, il se repentit.
035_00	Il dit: «Seigneur, pardonne-moi et fais-moi don d'un royaume tel que nul après moi n'aura de pareil. C'est Toi le grand Dispensateur».
036_00	Nous lui assujettîmes alors le vent qui, par son ordre, soufflait modérément partout où il voulait.
037_00	De même que les diables, bâtisseurs et plongeurs de toutes sortes.
038_00	Et d'autres encore, accouplés dans des chaînes.
039_00	«Voilà Notre don; distribue-le ou retiens-le sans avoir à en rendre compte».
040_00	Et il a une place rapprochée de Nous et un beau refuge.
041_00	Et rappelle-toi Job, Notre serviteur, lorsqu'il appela son Seigneur: «Le Diable m'a infligé détresse et souffrance».
042_00	Frappe [la terre] de ton pied: voici une eau fraîche pour te laver et voici de quoi boire.
043_00	Et Nous lui rendîmes sa famille et la fîmes deux fois plus nombreuse, comme une miséricorde de Notre part et comme un rappel pour les gens doués d'intelligence.
044_00	«Et prends dans ta main un faisceau de brindilles, puis frappe avec cela. Et ne viole pas ton serment». Oui, Nous l'avons trouvé vraiment endurant. Quel bon serviteur! Sans cesse il se repentait.
045_00	Et rappelle-toi Abraham, Isaac et Jacob, Nos serviteurs puissants et clairvoyants.
046_00	Nous avons fait d'eux l'objet d'une distinction particulière: le rappel de l'au-delà.
047_00	Ils sont auprès de Nous, certes, parmi les meilleurs élus.
048_00	Et rappelle-toi Ismaël et Elisée, et Dal Kifl, chacun d'eux parmi les meilleurs.
049_00	Cela est un rappel. C'est aux pieux qu'appartient, en vérité, la meilleure retraite,
050_00	Les Jardins d'Eden, aux portes ouvertes pour eux,
051_00	où, accoudés, ils demanderont des fruits abondants et des boissons.
052_00	Et auprès d'eux seront les belles au regard chaste, toutes du même âge.
053_00	Voilà ce qui vous est promis pour le Jour des Comptes.
054_00	Ce sera Notre attribution inépuisable.
055_00	Voilà! Alors que les rebelles auront certes la pire retraite,
056_00	L'Enfer où ils brûleront. Et quel affreux lit!
057_00	Voilà! Qu'ils y goûtent: eau bouillante et eau purulente,
058_00	et d'autres punitions du même genre.
059_00	Voici un groupe qui entre précipitamment en même temps que vous, nulle bienvenue à eux. Ils vont brûler dans le Feu.
060_00	Ils dirent: «Pas de bienvenue pour vous, plutôt. C'est vous qui avez préparé cela pour nous». Quel mauvais lieu de séjour!
061_00	Ils dirent: «Seigneur, celui qui nous a préparé cela, ajoute-lui un double châtiment dans le Feu».
062_00	Et ils dirent: «Pourquoi ne voyons-nous pas des gens que nous comptions parmi les malfaiteurs?
063_00	Est-ce que nous les avons raillés (à tort) ou échappent-ils à nos regards?»
064_00	Telles sont en vérité les querelles des gens du Feu.
065_00	Dis: «Je ne suis qu'un avertisseur. Point de divinité à part Allah, l'Unique, le Dominateur Suprême,
066_00	Seigneur des cieux et de la terre et de ce qui existe entre eux, le Puissant, le Grand Pardonneur».
067_00	Dis: «Ceci (le Coran) est une grande nouvelle,
068_00	mais vous vous en détournez.
069_00	Je n'avais aucune connaissance de la cohorte sublime au moment où elle disputait.
070_00	Il m'est seulement révélé que je suis un avertisseur clair».
071_00	Quand ton Seigneur dit aux Anges: «Je vais créer d'argile un être humain.
072_00	Quand Je l'aurai bien formé et lui aurai insufflé de Mon Esprit, jetez-vous devant lui, prosternés».
073_00	Alors tous les Anges se prosternèrent,
074_00	à l'exception d'Iblîs qui s'enfla d'orgueil et fut du nombre des infidèles.
